채용제목,근무지,경력,학력,고용형태,상세게시글id,회사,상세url,주요업무,자격요건,우대사항,스킬,채용절차,급여,업종,복지 및 혜택
GIS 데이터 라벨러 채용,서울 서대문구 연세로 50  공학원 250B호,경력무관,대졸이상,계약직 (근무기간 3개월),48519047.0,코드비전㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/48519047?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=68&sc=630,"-  QGIS를 활용한 데이터 가공

- 라벨링 가이드라인에 따른 데이터 전처리

- 프로젝트 일정에 맞춰 작업 완료","자격요건

- 신입 지원 가능

- 대학교졸업(4년)이상

- 세부 사항을 꼼꼼히 확인하는 능력이 있는분

-  기본적인 컴퓨터 활용 능력을 보유한 분

-  팀워크와 소통 능력을 갖춘 분","우대사항

- 공학계열전공자

- QGIS를 이용한 실무 유경험자

- 데이터 라벨링 유경험자

- 의사소통이 원활한 분",,"",월급 230~230만원,"",""
AI 서비스 플랫폼 백앤드 개발자,서울 구로구 디지털로34길 43  701호,신입·경력,학력무관,정규직 (수습 3개월) 직급/직책,48440660.0,㈜지산소프트,https://www.jobkorea.co.kr/Recruit/GI_Read/48440660?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=71&sc=630,"담당업무

ㆍ서비스 또는 사내 시스템에 AI 모델 연동(API 서버 구축 등)

ㆍAI 에이전트 설계 및 개발
ㆍRAG 시스템 구축 및 최적화
ㆍ관련 기술 리서치 및 신규 AI 기술 검토","자격 요건
ㆍ경력 : 경력무관
ㆍPython 기반 개발 경험
ㆍDjango, Flask, FastAPI 중 1개 이상 프레임워크로 API 서버 개발 경험
ㆍREST API 설계 및 구현 경험
ㆍLinux 환경에서의 서버 운영 및 기본 명령어 사용 가능자","우대 조건
ㆍFastAPI 기반 비동기 처리 및 성능 최적화 경험
ㆍDocker를 이용한 서비스 배포 및 운영 경험
ㆍPostgreSQL, MySQL 등 RDB 사용 경험
ㆍ자격증 : 정보처리기사","FastAPI, Flask, MySQL","","연봉 3,500~8,000만원 (면접 후 결정)","",""
백엔드 개발자 채용,서울 성북구 화랑로 211  208호,경력,학력무관,정규직 (수습 3개월),48488927.0,키키코드㈜(KeykyCode,https://www.jobkorea.co.kr/Recruit/GI_Read/48488927?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=72&sc=630,자사 및 외부 서비스 개발,"자격요건

- java/kotlin으로 spring framework, python으로 fastapi를 사용하여 프로젝트를 진행해보신 분
- k8s 환경에서 프로젝트 경험이 있고 helm, terraform 등의 기술을 사용한 경험이 있으신 분
- 데이터 모델링에 대한 이해가 있으신 분
- RAG나 agent를 다룰 수 있으신 분
- 팀의 가치를 이해하는 분
- 팀 협업 능력이 뛰어나고 커뮤니케이션이 원활하신 분
ㆍ경력 : 3년↑","우대사항

- 정보처리기사 이상의 자격증 보유자
- 머신러닝/딥러닝에 관심과 이해도가 높으신 분
- 개발에 대한 열정이 가득하신 분","java, k8s, spring, terraform","",회사 내규에 따름 (면접 후 결정),"",""
AI Agent Engineer (전문연구요원 가능),서울 강남구 테헤란로4길 28  8층,경력무관,대학원(박사)이상,정규직 (수습 3개월),48454208.0,㈜히츠,https://www.jobkorea.co.kr/Recruit/GI_Read/48454208?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=73&sc=630,"이런 업무를 맡게 돼요.

단순한 질의응답을 넘어, AI for Science의 새로운 패러다임을 제시하고 글로벌 최고 수준의 AI 에이전트를 개발합니다. 히츠의 에이전트는 신약 개발 및 생명과학 연구 과정에서 발생하는 복잡한 데이터들을 스스로 분석하고 전략을 세우며, 과학적 발견의 속도를 혁신적으로 가속화합니다.



글로벌 Top-tier AI for Science 멀티 에이전트 시스템 구축:

- 수천 편의 학술 논문을 분석하여 가설을 세우고, 수만 줄의 연구용 코드를 스스로 작성하는 에이전트 체계를 설계합니다.

- 생성된 방대한 코드와 텍스트의 컨텍스트를 과학적 정합성 관점에서 완벽하게 검증하는 고차원 자동화 워크플로우를 구현합니다.

대화형 생물정보학 분석 에이전트 개발: 유전체 (genomics), 전사체 (transcriptomics) 등 다양한 오믹스 데이터와 실험 데이터를 통합적으로 이해하고, 연구자와의 대화를 통해 분석 및 가설 검증을 수행합니다. 출판 논문 수준의 그림·표 생성 및 통계 분석 결과 도출을 목표로 합니다.

도메인 특화 지식 & 연구 에이전트 고도화: 범용 AI 서비스가 닿지 못하는 바이오/화학 도메인의 깊숙한 정보를 정확하게 탐색하며, 수많은 문헌과 내부 데이터에서 필요한 정보를 찾아 전문적인 분석 리포트를 생성합니다.

에이전틱 워크플로우 기획 및 구현: LLM 및 에이전트 기술의 한계를 선제적으로 극복하여 가까운 미래에 가능해질 기능을 제품화합니다. 제약산업의 밸류체인을 연결하여 새로운 비즈니스 가치를 창출합니다.","이런 동료를 찾고 있어요.

뛰어난 이해력과 도전 정신: 앞선 내용으로부터 어떤 연구와 개발을 해야 하는지 구체적으로 상상하고 이를 실현할 수 있는 분.
학술적 기반: 인공지능, 전산학, 전산공학 또는 관련 분야 석사/박사 학위 소지자 혹은 졸업 예정자.
에이전트 구현 역량: LLM/에이전트 기반 애플리케이션의 설계·구축·배포 경험이 있으며, LangChain, LangGraph, LlamaIndex 등의 프레임워크와 RAG, MCP 등의 기술 스택을 갖추신 분.
도메인 융합 역량: Bioinformatics 또는 cheminformatics 분야의 데이터를 다룬 경험이 있거나 이를 빠르게 학습할 수 있는 분.
명료한 소통: 다양한 구성원과 투명하게 소통하며 기록과 문서화를 중요하게 생각하는 분.","이런 역량이 있으면 더 좋아요.

전문 소프트웨어 활용: BioNeMo, AIDDISON, Pharma.ai 등 제약/바이오 특화 소프트웨어 활용 경험.
시스템 엔지니어링: MLOps, LLMOps 또는 확장성 있는 백엔드 시스템 개발 경험.
우수한 연구 성과: ICLR, ICML, NeurIPS, ACL 등 탑 티어 AI 학회 논문 게재 혹은 Kaggle/Dacon 수상 기록.
클라우드 활용: AWS (Bedrock, SageMaker, Lambda 등) 제품 활용 및 개발 경험.","AWS, LangChain, LangGraph, LLM, MLOps, RAG","",회사 내규에 따름,"",""
"생성형AI(LLM, RAG) R&D(석사이상)",서울 강남구 테헤란로 217  3층,경력1년~10년,대학원(석사이상),정규직 (수습 3개월),48436528.0,㈜비전스페이스,https://www.jobkorea.co.kr/Recruit/GI_Read/48436528?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=74&sc=630,"이런 업무를 해요
[로봇산업 분야 생성형 AI (LLM, RAG) R&D]
ㆍ로봇산업 분야 AI 멀티에이전트 / RAG / LLM 파인튜닝 시스템 구현(모델 설계/학습)
ㆍ클라우드 기반 MLOps 개발과 운영
ㆍOpenAI의 LLM API를 활용한 애플리케이션 개발 및 배포(LLM 모델 타입 다양성)
ㆍ개발한 모델을 유지보수 및 성능 모니터링
","이런 분들을 찾고 있어요
ㆍ학력 : 대학원(석사)이상
ㆍ보유기술(활용/개발 가능 하신 분)
ㆍllm 파인튜닝과 RAG구현 (모델 설계/학습)
ㆍllm 오케스트레이션 프레임워크 (Crew ai, Langchain, Llamaindex)
ㆍPython, C#, C++, javascript 등 서비스 개발에 관련 언어 활용 개발에 거부감이 없는 분
ㆍFastAPI/FLASK/Django/NodeJS 프레임워크/라이브러리 활용 개발에 거부감이 없는 분","이런 분이면 더 좋아요
ㆍ로봇, 기계, 전자, 컴퓨터 공학 등 관련 분야 석사 이상 학위자 우대
ㆍ휴머노이드 로봇 설계/학습에 대한 이해와 개발 가능자
ㆍ로봇 하드웨어 설계 제어 관련 경험자
ㆍLLM 파인튜닝 경험 및 ChatGPT 또는 유사한 LLM을 활용한 프로젝트 경험자
ㆍ빅데이터와 대용량실시간 처리 서비스 구현 경험자
ㆍPrivate Cloud, AWS, Kubernetes 운영 경험자
ㆍ문제 해결 능력 및 디버깅 스킬
ㆍAI LLM 분야 R&D 가능하신분
ㆍ시뮬레이션 또는 서비스 기반 플랫폼 개발 경험자
ㆍAI, 디지털 트윈 프로젝트 개발 경험 (관련 경력 2년 이상 보유하신 분)
ㆍCI/CD: Docker, Git 형상관리 경험
ㆍ유관분야 현업 경험자","AWS, Django, Docker, FLASK, Git, javascript, Kubernetes, Langchain, LLM, MLOps, R, RAG","","","",""
DevOps 엔지니어 (FDE) 모집 공고,"경기 성남시 분당구 백현로101번길 17  511호, 512호",경력,학력무관,정규직,48452312.0,인포그랩 유한회사,https://www.jobkorea.co.kr/Recruit/GI_Read/48452312?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=75&sc=630,"○ 합류하면 이런 업무를 하게 되요.
업무는 고객사를 위한 기술 서비스와 인포그랩 내부 제품 개발을 위한 기술 서비스 2가지를 중심으로 진행됩니다.



▶ 고객사 DevOps 환경 구축 및 운영

- GitLab 기반 CI/CD 파이프라인 구축을 포함해 다양한 DevOps 문제 식별 및 해결
- 고객 환경에 맞는 브랜치 전략 및 배포 프로세스 설계
- 컨테이너 기반 빌드/배포 환경 구성 (Docker, Kubernetes)
- 인프라 자동화 (Terraform, Ansible) 적용
▶ DevOps 성숙도 향상

- DevOps 솔루션 교육 및 Best Practice 전파

- DevOps 지표(DORA Metrics) 측정 및 개선 활동

▶ 기술 지원 및 문제 해결

- DevOps 도구셋 업그레이드, 마이그레이션, 장애 대응

- DevOps 솔루션 고가용성 아키텍처 설계, 성능 최적화 및 보안 최적화

▶ AI DevOps 구현

- AI 기반 반복 업무 자동화를 위한 워크플로우 구축

- AI를 활용한 문서화 및 릴리즈 노트 생성 효율화","○ 이런 분을 찾습니다
▶ 필수 역량

- DevOps/SRE 실무 경력 1년 이상 또는 이에 준하는 역량

- Linux 시스템 관리 및 트러블슈팅 경험

- Git 기반 버전 관리 및 협업 경험

- CI/CD 파이프라인 구축 경험 (GitLab CI, Jenkins 등)

- Docker 기반 컨테이너 환경 경험

- 고객 대응 및 기술 커뮤니케이션 역량","▶ 우대 사항

- GitLab 운영 또는 관리자 경험

- Kubernetes 운영 경험

- Terraform, Ansible 등 IaC 도구 경험

- 금융권/대기업 SI/SM 프로젝트 경험

- 기술 교육 또는 발표 경험

- DevOps 관련 자격증 (AWS, CKA 등)","AWS, CI/CD, DevOps, Docker, Git, GitLab, Jenkins, Kubernetes, Linux, Terraform","",회사 내규에 따름 (면접 후 결정),"",""
AI 영상 자동화 SaaS 플랫폼 풀스택 개발자 (MVP 중심),경기 화성시 병점노을5로 20  골든스퀘어 2차 4층 YDMCN,경력,학력무관,"정규직 , 계약직 (근무기간 3개월, 정규직 전환 가능)",48493778.0,㈜와이디엠씨엔,https://www.jobkorea.co.kr/Recruit/GI_Read/48493778?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=79&sc=630,"담당업무

▶ MVP 개발 및 조기 출시: 아이디어를 빠르게 프로토타입으로 구현하고,

 실제 고객이 사용할 수 있는 수준으로 배포(Production-ready)합니다.

▶ AI 워크플로우 자동화: Google Veo, Grok, Kling 등 최신 영상 생성 AI 모델을 서비스 엔진에 연동하고 최적화합니다.

▶ End-to-End 개발: 기획 단계부터 아키텍처 설계, 풀스택 개발, 클라우드 배포까지 전 과정에 주도적으로 참여합니다.","자격요건

▶ 실전형 Full-stack 포지션: 기획을 빠르게 코드로 옮기고, 프론트와 백엔드 모두를 막힘없이 구축할 수 있는 분

▶ 핵심 기술 스택:

   - Backend: FastAPI기반의 효율적인 API 서버 구축 및 비동기 처리 숙련자

   - Frontend:**React(TS/JS)**를 활용해 직관적이고 반응이 빠른 유저 인터페이스를 구현하실 분

▶ AI 모델 연동: OpenAI, Google Gemini/Veo, xAI(Grok) 등 다양한 생성형 AI API 연동 및 파이프라인 구축 경험

▶ 인프라 및 배포: AWS, Supabase, Vercel 등을 활용해 서비스를 실제 환경에 즉시 배포하고 운영해 본 경험

▶ DB 설계: SQL 기반의 효율적인 데이터 모델링 및 관리 능력을 갖추신 분","우대사항

▶ 속도 지향형 개발: 완벽한 설계를 고민하기보다, 빠르게 실행(MVP)하고 피드백을 통해 개선하는 방식을 즐기시는 분

▶ Product-Minded: 단순히 코드를 짜는 것을 넘어, 실제 고객에게 제공될 서비스의 가치와 사용자 경험을 고민하시는 분

▶ 자기 주도적 문제 해결: 기술적 난관 앞에서 Claude, Gemini 등 AI 에이전트를 도구로 활용해 최적의 해답을 찾아내시는 분

▶ 유지보수 책임감: 빠른 개발 속도 속에서도 실제 배포 후의 안정성과 확장성을 놓치지 않는 분

▶ AI 영상 제작 툴 활용 경험 및 유튜브 등 영상 플랫폼 생태계에 대한 이해도가 높으신 분

▶ 소규모 프로젝트의 초기 멤버로 참여하여 서비스 런칭까지 성공시킨 경험이 있으신 분","AWS, Claude, Gemini, OpenAI, React, SQL","","연봉 6,000~8,500만원","",""
JH솔루션(주) 개발본부 프론트엔드 개발자 채용,서울 금천구 가산디지털2로 135  1동 1701~1703호,경력,대졸이상,정규직 (수습 3개월),48493142.0,㈜제이에이치솔루션,https://www.jobkorea.co.kr/Recruit/GI_Read/48493142?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=80&sc=630,"
담당업무

ㆍ 클라이언트 아키텍처 구축 및 개발

ㆍ 백엔드 연계 및 데이터 인터페이스 개발

ㆍ 성능 최적화 및 유지보수

ㆍ 개발환경 및 프로세스 관리","자격요건

ㆍ 대학교 졸업(4년)이상

ㆍ 웹어플리케이션 개발 및 운영 경력 7년 이상

ㆍ 바이브 코딩 (AI 에이전트 코딩) 경험 있는 분

ㆍ 반응형 웹 및 크로스 브라우징 최적화 경험 있는 분

ㆍ React, Next.js 숙련자 ( 상태관리 SSR/CSR , 성능 최적화 경험)

ㆍ 프론트 서비스 아키텍처 설계 경험 있는 분

ㆍ IoT 관련업계에서 관리 화면 개발 경험 있으신 분

ㆍ AI를 통한 개발경험 있으신 분","우대조건

ㆍ 다양한 클라우드(AWS, 공공 등)에서 설계, 개발 운영 경험 있는 분

ㆍ 연구/비연구 과제 개발 사업 참여 경험 있는 분

ㆍ 신기술에 대한 호기심을 가지고 끊임없이 자기개발을 하고 계신 분

ㆍ xEMS (BEMS, HEMS, FEMS, CEMS 등) 개발 경험 있으신 분

ㆍ 설계 도면 ( 전기, 기계,소방설비 등)에 대한 이해가 있으신 분

ㆍ 전기기사 자격증 소지자","AWS, Next.js, React","",회사 내규에 따름 (면접 후 결정),"",""
[대화형AI기업] LLM 엔지니어 (경력),서울 강남구 도곡로8길 6  5층,경력,대졸이상,정규직 (수습 3개월),48413417.0,㈜라피치,https://www.jobkorea.co.kr/Recruit/GI_Read/48413417?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=81&sc=630,"담당업무

- LLM 기반 프로젝트 수행

- 생성형 AI 플랫폼 및 LLM 기반 Agent Service 개발

- Agent 기반 아키텍처 설계 및 AI 서비스 구현","자격요건

- 컴퓨터공학 관련 학사 이상 또는 그에 준하는 실무 경력

- CS 기초 지식이 탄탄하고 Git을 활용한 버전 관리 및 코드 협업 경험이 있는 분

- 백엔드 개발 경력 2년 이상

- Python, Langchain, RAG 등 AI 에이전트개발 경험이 있으신분

- 벡터 DB에 대한 이해 및 경험이 있으신분

- LLM 에 대한 이해 및 openAI, Gemma 모델에 대한 이해도

- RESTful API 설계 및 서비스 구축

- AI 기반 데이터 분석 또는 시스템 구축 경험

- LLM 모델에 대한 기본적인 이해를 가지고 있으며 추론 프레임워크를 다뤄본 경험이 있는 분","우대사항

- LLM 관련 프로젝트 경험(LLM 플러그인 구현 경험)

- LLM API 연동 경험

- 네트워크 관련 지식 및 경험

- vLLM 구현 경험

- 인터페이스 프로세스 구축 경험","Agent, Langchain, LLM, openAI, Python, RAG","",회사 내규에 따름 (면접 후 결정),"",""
JH솔루션(주) 개발본부 백엔드 개발자 채용,서울 금천구 가산디지털2로 135  1동 1701~1703호,경력,대졸이상,정규직 (수습 3개월),48493202.0,㈜제이에이치솔루션,https://www.jobkorea.co.kr/Recruit/GI_Read/48493202?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=82&sc=630,"
담당업무

ㆍ비즈니스 로직 및 시스템 아키텍쳐 설계 및 구현

ㆍAPI 인터페이스 설계 및 개발

ㆍ대용량 파이프라인 구축

ㆍ빅데이터 시스템 설계 및 구축

ㆍIoT 통신 프로토콜을 이용한 플랫폼 구축

ㆍ인프라 서비스 운영 (Devops 수준)","자격요건

ㆍ대학교 졸업(4년)이상

ㆍ백엔드 서비스 개발 및 운영 경력 7년 이상

ㆍ바이브 코딩 (AI 에이전트 코딩) 경험 있는 분

ㆍ백엔드 프레임워크( SpringBoot 등) 개발 경험 있는 분

ㆍxEMS (BEMS, HEMS, FEMS, CEMS 등) 플랫폼 개발 경험 있으신 분

ㆍIoT, IIoT 통신 프로토콜(Modbus, BACNet, KNX )에 대한 개발 경험 있으신 분","우대조건

ㆍDB 최적화 ( 설계 및 쿼리튜닝)에 능숙하신 분

ㆍ대용량 트래픽 처리 및 분산 시스템 구축 경험 있으신 분

ㆍ협업의 즐거움을 아시는 분

ㆍML Framework로 공개된 모델 경험 있으신 분

ㆍ블록체인 기술 활용 경험 있으신분

ㆍ다양한 클라우드(AWS, 공공 등)에서 설계, 개발 운영 경험 있으신 분

ㆍ설계 도면 ( 전기, 기계,소방설비 등)에 대한 이해가 있으신 분

ㆍ전기기사 자격증 소지자","AWS, Devops","",회사 내규에 따름 (면접 후 결정),"",""
AI 영상 자동화 SaaS 플랫폼 풀스택 개발자 (MVP 중심),경기 화성시 병점노을5로 20  골든스퀘어,경력,학력무관,"정규직 , 계약직 (근무기간 3개월, 정규직 전환 가능)",48493686.0,야타,https://www.jobkorea.co.kr/Recruit/GI_Read/48493686?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=83&sc=630,"담당업무

▶MVP 개발 및 조기 출시: 아이디어를 빠르게 프로토타입으로 구현하고,

 실제 고객이 사용할 수 있는 수준으로 배포(Production-ready)합니다.

▶ AI 워크플로우 자동화: Google Veo, Grok, Kling 등 최신 영상 생성 AI 모델을 서비스 엔진에 연동하고 최적화합니다.

▶ End-to-End 개발: 기획 단계부터 아키텍처 설계, 풀스택 개발, 클라우드 배포까지 전 과정에 주도적으로 참여합니다","자격요건

▶ 실전형 Full-stack 포지션: 기획을 빠르게 코드로 옮기고, 프론트와 백엔드 모두를 막힘없이 구축할 수 있는 분

▶ 핵심 기술 스택:

   - Backend: FastAPI기반의 효율적인 API 서버 구축 및 비동기 처리 숙련자

   - Frontend:**React(TS/JS)**를 활용해 직관적이고 반응이 빠른 유저 인터페이스를 구현하실 분

▶ AI 모델 연동: OpenAI, Google Gemini/Veo, xAI(Grok) 등 다양한 생성형 AI API 연동 및 파이프라인 구축 경험

▶ 인프라 및 배포: AWS, Supabase, Vercel 등을 활용해 서비스를 실제 환경에 즉시 배포하고 운영해 본 경험

▶ DB 설계: SQL 기반의 효율적인 데이터 모델링 및 관리 능력을 갖추신 분","우대사항

▶ 속도 지향형 개발: 완벽한 설계를 고민하기보다, 빠르게 실행(MVP)하고 피드백을 통해 개선하는 방식을 즐기시는 분

▶ Product-Minded: 단순히 코드를 짜는 것을 넘어, 실제 고객에게 제공될 서비스의 가치와 사용자 경험을 고민하시는 분

▶ 자기 주도적 문제 해결: 기술적 난관 앞에서 Claude, Gemini 등 AI 에이전트를 도구로 활용해 최적의 해답을 찾아내시는 분

▶ 유지보수 책임감: 빠른 개발 속도 속에서도 실제 배포 후의 안정성과 확장성을 놓치지 않는 분

▶ AI 영상 제작 툴 활용 경험 및 유튜브 등 영상 플랫폼 생태계에 대한 이해도가 높으신 분

▶ 소규모 프로젝트의 초기 멤버로 참여하여 서비스 런칭까지 성공시킨 경험이 있으신 분","AWS, Claude, Gemini, OpenAI, React, SQL","","연봉 6,000~8,500만원","",""
로봇산업 생성형 AI LLM RAG R&D개발,서울 강남구 테헤란로 217  3층,경력1년~10년,대졸이상,정규직 (수습 3개월),48436522.0,㈜비전스페이스,https://www.jobkorea.co.kr/Recruit/GI_Read/48436522?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=85&sc=630,"이런 업무를 해요
[로비틱스 분야 생성형 AI LLM R&D 어플리케이션 플랫폼 SW 개발]
ㆍOpenAI의 LLM API를 활용한 애플리케이션 개발 및 배포(LLM 모델 타입 다양성)
ㆍ개발한 애플리케이션의 유지보수 및 성능 모니터링
ㆍ백엔드 API와 클라이언트 애플리케이션 간 통합 작업(Web/Mobile/Unreal 클라이언트 시뮬레이션 기반)
ㆍ로보틱스 분야 AI 멀티에이전트 / RAG / LLM 파인튜닝 시스템 구현
ㆍ클라우드 기반 MLOps 개발과 운영","이런 분들을 찾고 있어요
ㆍ학력 : 대졸이상

[보유기술(활용/개발 가능하신 분)]
ㆍPython, #C, C++, Javascript 등 서비스 개발에 관련 언어 학습과 활용에 거부감이 없는 분
ㆍFastAPI/FLASK/Django/NodeJS AI서비스플랫폼 개발
ㆍllm 오케스트레이션 프레임워크 (Crew ai, Langchain, Llamaindex)
ㆍllm 파인튜닝과 RAG구현
ㆍelasticsearch / opensearch / pinecone /chroma / faiss","이런 분이면 더 좋아요
ㆍLLM 파인튜닝 경험 및 ChatGPT 또는 유사한 LLM을 활용한 프로젝트 경험자
ㆍ빅데이터와 대용량실시간 처리 서비스 구현 경험자
ㆍPrivate Cloud, AWS, Kubernetes 운영 경험자
ㆍ문제 해결 능력 및 디버깅 스킬
ㆍAI LLM 분야 R&D 가능하신분
ㆍ로봇 하드웨어 설계 제어 관련 경험자
ㆍ컴퓨터공학, 로봇공학, 인공지능 관련 석박, 박사 보유자
ㆍ휴머노이드 로봇 설계/학습에 대한 이해와 개발 가능자
ㆍ시뮬레이션 또는 서비스 기반 플랫폼 개발 경험자
ㆍAI, 디지털 트윈 프로젝트 개발 경험 (관련 경력 2년 이상 보유하신 분)
ㆍCI/CD: Docker, Git 형상관리 경험
ㆍ로봇, 기계, 전자, 컴퓨터 공학 등 관련 분야 석사 이상 학위자 우대
ㆍ유관분야 현업 경험자","AWS, Django, Docker, FLASK, Git, Javascript, Kubernetes, Langchain, LLM, MLOps, opensearch, pinecone, R, RAG","","","",""
[아이브릭스] AI 웹 서비스 분야 경력 채용 공고,경기 성남시 분당구 판교로255번길 74  5층,경력1년,대졸이상,정규직 (수습 3개월),48486366.0,㈜아이브릭스,https://www.jobkorea.co.kr/Recruit/GI_Read/48486366?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=88&sc=630,AI 웹 서비스 ,"자격요건

ㆍ1년 이상의 AI 프로젝트 진행 경험

ㆍPython, FastAPI 백엔드 개발 경험이 있으신분

ㆍLangchain, RAG, Langgraph를 활용한 AI 에이전트개발 경험이 있으신분

ㆍQdrant, Milvus와 같은 벡터 데이터베이스에 대한 이해 및 경험이 있으신분

ㆍLLM 에 대한 이해 및 openAI, Gemma 모델에 대한 API 호출을 해보신분","우대사항

ㆍ문서 표 인식, OCR등에 대한 이해 및 경험이 있으신분

ㆍ지식그래프, 강화학습, 멀티에이전트에 대한 이해가 있으신분

ㆍ엘라스틱서치에 대한 이해 및 경험이 있으신분

ㆍLLM 파인튜닝 경험이 있으신분

ㆍDocker, Kubernate 컨테이너 활용이 가능하신분

ㆍpytorch, Hugging face 에 대한 이해 및 활용 가능하신분

ㆍ오픈소스 LLM모델 서빙 경험이 있으신분

ㆍ자연어처리에 대한 이해가 있으신분","FastAPI, Hugging face, openAI, RAG","",회사 내규에 따름,"",""
풀스택 개발자 채용,서울 서대문구 연세로 50  연세대학교 공학원 242호,신입·경력,대졸이상,"인턴 (근무기간 3개월, 정규직 전환 가능)",48508557.0,코드비전㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/48508557?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=92&sc=630,"담당업무

ㆍAI 기반 SaaS 플랫폼 아키텍처 설계 및 핵심 기능 개발

ㆍ 풀스택 개발팀 리딩: 목표 설정, 코드 리뷰, 멘토링

ㆍ AI·머신러닝 등 최신 기술 검토 및 서비스 적용

ㆍ CI/CD 구축, 테스트 자동화 등 개발 프로세스 개선","자격요건

ㆍ2년 이상의 웹 서비스 개발 경력 또는 그에 준하는 실력을 갖춘 분

ㆍ React, Vue, Angular 등 하나 이상의 최신 프론트엔드 프레임워크에 대한 깊은 이해

ㆍPython, Node.js, Java, Go 등 백엔드 언어 및 프레임워크 사용에 능숙한 분

ㆍAWS, GCP, Azure 등 클라우드 환경에서의 서비스 개발 및 운영 경험

ㆍDocker, Kubernetes 등 컨테이너 기술에 대한 이해와 사용 경험

ㆍ팀을 이끌고 프로젝트를 성공적으로 이끈 경험이 있는 분

ㆍ원활한 커뮤니케이션 능력과 동료와 함께 성장하는 것을 즐기는 분","우대사항

ㆍAI/ML 모델을 활용한 서비스 개발 또는 상용화 경험

ㆍ대용량 데이터 처리 및 분산 시스템 설계 경험

ㆍSaaS(Software-as-a-Service) 비즈니스 및 아키텍처에 대한 높은 이해도

ㆍ오픈소스 프로젝트 참여 또는 기술 블로그 운영 경험

ㆍ애자일/스크럼 등 유연한 개발 문화에 대한 경험","Angular, Azure, CI/CD, GCP, Go, Java, Kubernetes, Node.js, React, Vue","",회사 내규에 따름 (면접 후 결정),"",""
